start,duration
1367509537,3176
1371509529,4828
1372781468,319
1375509525,2919
1379509532,3877
1383509520,2831
1384216825,322
1384219122,321
1384225265,317
1384229350,321
1384234832,336
1387509540,4114
1387517082,323
1391509559,4539
1391514936,323
1395509544,3980
1395515142,319
1399509544,3837
1399517317,323
1403509549,4027
1403516726,319
1407509558,3813
1407522212,319
1411509549,3655
1411514889,319
1415509543,3801
1415514404,310
1419509554,3999
1419514557,321
1423509553,4157
1423514466,315
1427509561,9895
1431509565,4037
1431516480,319
1435509563,4017
1435514790,323
1439509547,6358
1443509565,3909
1443514403,316
1447509531,3984
1447514476,322
1451509555,4071
1451519515,319
1455509533,4132
1455515135,322
1459509540,4183
1459514831,328
1463509556,3643
1467509554,3928
1467514888,325
1471509559,3814
1471514775,318
1475509543,3764
1475514826,318
1476482294,316
1476486423,320
1476491753,316
1476497964,319
1479509547,3218
1483509542,3380
1487509552,3091
1491509530,2993
1495509526,3654
1499509550,4036
1503509557,3034
1507509554,3015
1511509538,3604
1515509545,3200
1519509547,3202
1521838070,319
1523509544,3536
1527509550,2926
1531509532,2922
1535509547,3188
1539509560,2859
1543509530,2881
1547509533,2786
1551509524,2704
1555509516,2679
1557864216,320
1559509541,4047
1563509534,2987
1567509527,2872
1571509551,2843
1574523414,321
1575509535,4805
1579509550,3052
1581394036,316
1581435406,326
1581443510,316
1583509550,3760
1587509533,2923
1591509544,3268
1595509521,3097
1599509547,3663
1603509553,2966
1607509547,3117
1611509551,3111
1615509538,3163
1619509543,10232
1623509536,3278
1627509534,3007
1631509533,2986
1635509524,2960
1639509551,3101
1643509538,3039
1647509527,3090
1650498807,316
1651509551,2835
1655509527,2916
1659509544,2862
1663509529,2915
1667509535,2849
1671509536,2891
1675509548,2810
1679509530,3684
1683509531,2750
1687509539,2892
1691509530,3178
1695509544,2776
1699509554,2687
1703504309,322
1703509542,4601
1703515107,321
1703533467,319
1703539803,329
1707509553,3463
1711509539,2889
1715509548,2736
1719509548,2699
1723509535,2605
1727509546,2598
1731509547,2915
1735509521,2762
1739509551,3670
1743509522,2824
1747509552,2870
1751509540,2692
1755509550,2689
1759509529,2625
1763509530,2897
1767509518,2830
1767737689,315
1771509526,2923
1775509546,2888
1779509553,3846
1783509538,29157
1783543386,316
1787509544,3296
1791509526,3006
1795509538,2829
1799509542,3581
1803509527,2735
1807509549,3469
1811509526,3165
1815509525,2727
1819509545,2674
1823509537,2881
1827509535,2773
1831509545,2887
1835509522,2699
1839509522,2919
1843509530,2850
1847509525,2909
1851509551,2847
1855509541,2520
1859509526,3284
1863509527,2666
1867509545,2882
1871509518,2840
1875509534,2789
1879509529,8653
1883509529,2863
1887509543,2936
1891415364,316
1891419186,317
1891425771,307
1891509517,3115
1895509520,2766
1899509548,2687
1903509522,2910
1907509524,2779
1911509533,3312
1915509534,2682
1919509535,3558
1923509519,2802
1927509527,2825
1931509526,2877
1935509525,2805
1939509537,2823
1943509539,9348
1947509543,2938
1951509540,2668
1955509550,2793
1959509515,2835
1963509525,3083
1967509530,2888
1971509536,2683
1975509527,2899
1979509515,3509
1983509543,3656
1987509536,2752
1987825041,313
1987838142,317
1987844343,321
1991509553,3892
1994954656,3290
1995509544,2914
1999509518,3109
2003509552,3029
2007509554,3118
2011509526,3118
2015509536,3633
2019283321,313
2019509535,4900
2019517439,322
2019954394,316
2021778652,322
2021876088,333
2021878234,316
2021885927,317
2021889849,318
2021896301,327
2022098448,315
2023328978,318
2023509547,4226
2023513773,415
2027509538,3219
2031509522,2986
2035509513,2962
2039509541,12945
2043509521,3478
2047509550,3155
2049559933,318
2049571551,317
2049581548,325
2049942369,315
2049946380,319
2049951900,402
2051301226,321
2051304776,325
2051310022,319
2051509559,4021
2054314897,314
2054319635,321
2054324858,319
2054791041,315
2054794464,321
2054799611,317
2054945739,315
2054954193,315
2055161973,314
2055173642,316
2055223043,316
2055509535,5240
2055962840,317
2055967189,319
2055973389,317
2056081409,325
2056087126,316
2056099077,313
2056106614,322
2057888956,324
2057892394,322
2057897902,317
2058223041,316
2058226150,315
2058231201,325
2058515051,316
2058521453,323
2058527021,323
2059039600,317
2059042779,319
2059047974,313
2059435536,316
2059438823,313
2059444442,319
2059509541,4285
2059598697,317
2059602425,324
2059607679,329
2061357968,316
2061470927,319
2061790594,318
2062436090,316
2063509522,4311
2067509543,3034
2071509536,3523
2075509529,3144
2079509546,2965
2083509557,3032
2087509543,3188
2091509532,3054
2095509538,2771
2099509517,4766
2103509545,10704
2107509531,3307
2111509527,3056
2115509535,3002
2119509543,4123
2123509557,3182
2127509541,3060
2131509528,2964
2135509532,3129
2139509522,2993
2143509526,3048
2147509547,2956
2151509538,3198
2155509545,3092
2159509526,3927
2163509542,3052
2167509536,3132
2171509535,3171
2175509548,3061
2179509525,3085
2183509532,3318
2187509545,4227
2191509528,2769
2195509525,2709
2199509526,2902
2203509519,2879
2207509542,2826
2211509540,2776
2215509542,2908
2219509536,3633
2223509539,3570
2227509526,3015
2231509549,11052
2235509520,3045
2239509539,3002
2243509534,2830
2247509539,2853
2251509516,2727
2255509541,2666
2259509527,2914
2260822069,317
2260825363,317
2260846508,316
2263509544,4113
2267509538,2804
2271509544,2937
2275509526,2883
2279509531,3793
2283509531,2782
2287509516,2978
2290079908,316
2290232952,319
2290253583,319
2290386501,316
2290425015,318
2290427678,316
2290523952,320
2290533514,324
2290544918,320
2290545763,505
2290560872,314
2290563372,320
2290729482,316
2290739307,318
2291509520,7732
2291522182,330
2291788705,314
2291817378,316
2291835982,333
2291856039,315
2292058388,318
2295509557,4904
2299509542,2901
2301895542,310
2301904691,314
2301905943,322
2301911619,314
2301938412,316
2301941015,324
2301945380,324
2301950469,318
2303509561,3375
2307509519,3175
2311509553,2934
2313626618,319
2313718072,319
2313727660,320
2313789805,307
2313815584,319
2313818159,320
2313820387,325
2313874160,316
2313882438,316
2313894429,322
2313896416,320
2314026142,321
2314035144,322
2315086114,319
2315105951,314
2315120342,321
2315128374,314
2315509527,6636
2319509529,2756
2323509533,3396
2327509534,4004
2331509548,3049
2335509529,2973
2339509536,16599
2343509547,3212
2347509551,2809
2351509523,2682
2355509534,3360
2357843361,321
2359509532,4473
2363509526,2973
2365302214,329
2365403755,318
2365412501,320
2365473897,316
2365500043,320
2365502403,315
2365555579,323
2365563312,324
2365573791,319
2365586208,322
2365588542,319
2365706026,315
2365714753,318
2366765788,335
2366785461,323
2366799407,318
2366807093,316
2366990954,319
2367509550,6873
2371509546,2977
2372049526,320
2372420163,323
2373565983,330
2375509539,3461
2379509539,3065
2383509549,2801
2384073900,322
2384247922,319
2384250282,322
2384278004,312
2384505250,313
2384535037,318
2384538874,308
2384544698,324
2387509551,4638
2391509526,16638
2395509532,3226
2399509543,5225
2403509539,2863
2407509551,3373
2411509554,2813
2415509533,3038
2419509552,2855
2423509520,2762
2427509547,10689
2431509547,3854
2435509531,2859
2439509541,2799
2443509546,2760
2447509531,2919
2451509540,2873
2455509531,11703
2459509535,3746
2463509542,2729
2467509530,3022
2471509533,2841
2475509527,2878
2479509552,2752
2483509552,2752
2487509533,2975
2491509535,2851
2495509540,2922
2499509551,2902
2503509541,2746
2507509520,2689
2511509527,2859
2515509539,2746
2518355663,315
2518377553,326
2518385666,315
2518408926,315
2519509538,4491
2523509528,2783
2525758390,429
2525760575,322
2525763519,317
2525766876,321
2525773120,316
2527509535,3783
2531509526,3016
2535509546,3570
2539509547,2950
2543509525,2878
2547509552,2744
2551509531,2719
2555509540,2801
2559509546,2723
2563509525,2888
2567509530,2848
2571509559,2853
2574126219,318
2574533383,321
2575254864,313
2575509533,3321
2579509523,3966
2583509557,2816
2587509522,2932
2591509543,2873
2595509517,3998
2599509523,2793
2603509551,2820
2607509519,2906
2611509545,2830
2615509518,7460
2619509520,2833
2623509533,2960
2627509534,2884
2631509539,2892
2635509553,2708
2639509530,4216
2643509535,2901
2647509528,2872
2651509547,2760
2655509543,2568
2659509546,2643
2663509531,2673
2667509524,2925
2671509540,2810
2675509522,2905
2679509547,2666
2683509531,2642
2687509522,2931
2691509544,2853
2695509516,2729
2699509549,3524
2703509539,2823
2704146091,318
2704165290,322
2704173090,318
2707509538,3626
2711509544,2685
2715509518,2649
2719509516,2648
2723509537,2749
2727509544,2662
2731509548,2897
2735509524,2883
2739509528,2723
2743509519,11193
2747509531,3128
2751509549,2966
2755509531,2868
2759509549,3664
2763509540,2699
2767509527,2852
2771509524,2941
2775509527,8999
2779509536,2868
2783509549,2682
2787509550,2929
2791509543,2852
2795509546,2891
2799509528,3840
2803509548,2827
2805387614,321
2805389734,319
2805394697,320
2805403423,324
2805404847,315
2805412241,329
2805416440,327
2805420549,402
2805422190,320
2805424862,324
2805430644,330
2805435584,325
2805438400,319
2805440206,344
2805445056,318
2807509538,10965
2811509553,3089
2815509548,2900
2819509534,4147
2823509541,2814
2827509539,2701
2831509529,2879
2835509529,2841
2839509521,2839
2839648194,4132
2839652722,306
2843509528,3412
2847509534,3421
2851509529,2670
2855509519,2897
2856719717,322
2856742985,318
2856745719,318
2856753745,316
2856761321,316
2859509518,3604
2863509529,2678
2867509521,2979
2871509543,2905
2875509533,2918
2879509540,3728
2883509528,2902
2887509550,2934
2891479610,325
2891482541,317
2891488418,316
2891509543,2962
2895509532,2750
2899509547,2667
2901644069,319
2903509531,10011
2907509547,3080
2911509544,2860
2915509553,2709
2919509530,2602
2923509537,2683
2927509543,2650
2931509534,2949
2935509518,2893
2939509524,3586
2940658143,315
2943509543,3125
2947509524,2985
2951509535,3388
2955509522,2885
2959509527,2688
2963509547,2923
2967509527,2905
2971509520,2764
2975509542,2677
2979509540,2929
2983509535,9709
2987509531,3084
2991509535,2799
2995509541,2879
2999509537,3492
3003509545,3851
3007509534,2762
3011509530,2966
3015509532,2831
3015847643,319
3016258075,314
3017259606,330
3019227530,322
3019387215,322
3019509533,3463
3019778572,319
3020426707,321
3021836436,316
3021838987,315
3021882002,322
3021978900,316
3022000146,322
3022004459,322
3022009771,328
3022488227,319
3022489532,319
3022517100,320
3023024998,325
3023040260,315
3023043391,320
3023047664,318
3023509546,6406
3023528930,315
3027509533,4700
3027515900,316
3031509544,4095
3035509549,5608
3039509551,4330
3039515138,322
3043509548,4156
3043514692,321
3047509562,4019
3047515032,324
3051509546,3893
3051517106,359
3055509540,5486
3055516755,322
3059509561,6634
3060611605,316
3060620704,322
3062712924,319
3063509546,4845
3063517444,322
3067509556,3258
3071509536,3600
3075509534,3236
3079509549,3058
3083509545,2901
3087509535,2940
3091509544,2835
3095509534,2756
3099509549,2699
3103509544,3020
3105575345,326
3105585667,319
3105587498,309
3105593802,318
3105783308,317
3105786144,319
3105790667,317
3105795463,315
3107509551,3781
3111509530,2808
3115509543,2633
3119509549,4092
3122892078,316
3122894078,323
3122900907,319
3122904470,324
3122910033,318
3123509555,3328
3127509538,5865
3131509523,3029
3135509534,2855
3139509540,2844
3143509530,2766
3147509535,9780
3151509529,2889
3155509539,2823
3159509548,3487
3162003430,319
3162032630,317
3162035075,316
3162046384,309
3162053552,308
3163509531,3712
3167509534,2690
3171509513,2872
3175509536,2769
3179509542,4016
3183509531,2871
3187509545,2846
3191509541,2797
3195509543,2865
3199509530,2642
3203509523,2956
3207509540,4236
3211509542,2762
3215509539,2896
3219509523,2932
3223509527,2809
3227509524,2920
3231509536,2801
3235509542,2709
3239509516,3380
3243509529,2910
3247509530,2780
3251509518,2886
3255509525,2803
3259509535,2835
3260885220,357
3260887903,320
3260893382,307
3263509537,3502
3267509524,2780
3271509541,2919
3273966933,315
3274095875,320
3274108777,324
3274150695,310
3274159594,315
3275509522,5007
3277017097,319
3279509538,3229
3283509537,3063
3287509550,2817
3291509532,2911
3295509531,2824
3299509529,4566
3303509525,2903
3307509547,2839
3311509517,2709
3315509552,2738
3319509525,2690
3323509538,2694
3327509517,2675
3331509535,2934
3335509526,2832
3339224624,308
3339249624,324
3339255155,316
3339509525,4801
3339517662,314
3340306193,320
3340327526,316
3340343400,325
3340350443,308
3340563793,321
3343509568,4719
3347509546,2769
3351509538,2722
3355509518,2880
3359509544,4336
3363509529,2785
3367509522,3631
3371509527,2873
3375422288,11344
3375509522,2988
3379509538,2756
3383509532,2715
3384548023,329
3384550328,318
3384591855,317
3384712681,319
3384716654,321
3384721427,317
3385177475,318
3385178731,316
3385204369,319
3385595146,321
3385598115,335
3385601917,325
3387509540,5409
3387520732,317
3391509553,4007
3391515874,319
3395509564,3803
3395515062,317
3399509545,3702
3399514983,318
3403509554,3630
3403514664,322
3407509562,3501
3411509544,6196
3411517182,314
3415509550,3467
3419509531,4364
3423509551,3206
3427509552,10586
3431509550,3268
3435509535,2987
3439509526,3086
3443509528,3181
3447509548,18520
3451509549,3378
3455509530,3130
3459509524,3095
3463509538,2782
3467509546,2678
3471509555,3401
3475509538,2821
3479509533,3797
3483509554,2716
3487509528,2862
3491509533,2958
3495509528,2992
3499509549,2946
3503509550,2962
3507509544,3222
3511509539,3184
3515509531,2922
3519509543,2934
3523509544,3165
3527509528,3022
3531509526,3210
3535509545,3147
3539509549,3769
3543509549,3332
3547509544,2905
3551509539,2792
3555509535,2883
3559509540,2741
3563509546,2737
3567509548,2894
3571509561,2802
3575509540,3333
3579509542,2921
3583509523,2859
3587509526,2753
3591509534,3525
3591519028,320
3595509555,3110
3599509536,3507
3603509530,2746
3607509536,2833
3611509542,3018
3615509550,4286
3619509524,7138
3623509543,3350
3627509541,3138
3631509535,3045
3634374581,321
3634386705,316
3635509531,4289
3635516239,400
3639509552,4207
3639518777,319
3639524796,317
3643509549,4407
3643519735,319
3643542074,314
3643548809,316
3647509539,3826
3651509524,2999
3655509533,2656
3659509541,3987
3663509526,2719
3667509533,2948
3671509537,2832
3675509547,2770
3679509522,3246
3683509548,2859
3687509555,2826
3691509530,2721
3695509540,2696
3699509524,2862
3703509556,2848
3703609956,321
3703619417,321
3703624665,319
3707509543,3218
3711509533,2623
3715509539,2819
3719509531,3576
3720676307,320
3720682334,309
3720683384,320
3720688269,315
3720715107,316
3720717862,319
3720722190,316
3720726964,317
3723509525,3417
3727509525,2720
3731509535,2823
3735509539,2740
3739509544,2823
3739601510,319
3739611267,320
3739692006,320
3739700185,315
3743509524,5018
3747509542,2962
3751509536,2799
3755509540,2741
3759509546,2563
3763509525,2682
3767509551,2936
3771509544,2803
3775509550,2811
3779509531,4355
3783509537,3598
3787509538,2879
3791509537,2728
3795509522,2852
3799509527,15133
