start,duration
3803509538,3128
3807509531,2700
3811509521,2988
3815509543,2751
3819509526,4316
3823509534,2773
3827509514,2747
3831509521,2562
3835509549,2702
3839509539,3349
3843458759,316
3843495690,316
3843505583,321
3843508010,317
3843509523,4784
3843517102,334
3843534938,330
3843543410,315
3847509575,3596
3851509538,2849
3855509529,2663
3857006611,316
3857018512,319
3857027068,317
3858225776,320
3858230172,321
3858235215,335
3858486056,321
3858490790,314
3859509533,3267
3860802287,314
3860807091,325
3860812297,317
3861022824,332
3861051942,314
3861110626,321
3861114102,320
3861119115,322
3861325617,317
3861330593,321
3861331773,306
3861340023,322
3861364353,327
3861366321,320
3861394323,306
3861430132,320
3861434428,316
3863509524,5322
3864300139,315
3864305184,317
3864310965,320
3864433264,311
3864436319,316
3864441009,314
3864479563,323
3864484231,314
3865471126,317
3865475757,321
3865480292,313
3865712948,317
3865716277,321
3866480774,317
3866483761,317
3866487991,308
3866703418,323
3866706736,316
3867182094,317
3867185256,322
3867189550,333
3867332995,317
3867345140,311
3867346407,324
3867352719,318
3867375990,316
3867378988,316
3867383293,316
3867509518,5364
3867518551,317
3867715671,317
3867723204,319
3867730227,319
3867982360,319
3868026299,322
3868031013,319
3868042725,318
3868043935,319
3868069395,319
3868073637,322
3868082717,323
3868085167,315
3868103338,320
3868104467,323
3868127259,321
3868129729,316
3868147714,320
3868153371,322
3868161087,318
3868165148,322
3868171713,321
3868175680,318
3868183233,320
3868185629,321
3868192785,317
3868193877,309
3868205876,321
3868208322,336
3868214086,316
3868216210,316
3868229987,316
3868231025,322
3868250478,323
3868252614,322
3868263085,318
3868294774,319
3868300525,321
3868304307,320
3868309170,321
3868310621,315
3868312418,321
3868314360,322
3868357723,324
3871509551,7762
3871519806,316
3875509549,4147
3875518690,322
3879509558,3983
3879515630,318
3883509569,3959
3883515333,328
3887509537,6660
3890087627,316
3890095617,317
3890102284,319
3890212826,320
3890215854,316
3890219921,319
3890329392,316
3890333476,318
3891509554,4481
3891522253,316
3891525305,321
3891530985,314
3893250787,309
3893254756,316
3893259420,318
3893971279,317
3893974347,317
3893978334,316
3894234841,320
3894268059,323
3894277426,322
3895509550,18821
3895773737,324
3895777637,316
3895782545,319
3895918398,321
3895932876,309
3896318084,325
3896321220,322
3896325397,330
3896438355,328
3896444495,321
3896448391,320
3899509561,7939
3901061610,322
3901065324,321
3901069727,333
3901197020,346
3901207331,320
3901425270,317
3901435535,309
3901470043,321
3901471764,316
3901473403,316
3901487738,323
3901495416,321
3901518149,323
3901562015,322
3901566229,323
3901573162,318
3901574244,320
3901602425,321
3901608795,316
3901609842,317
3901615103,308
3902178711,309
3902183997,321
3902189783,316
3902378740,312
3902382849,319
3903509543,7700
3903517918,339
3905059353,322
3905062898,318
3905067376,321
3905114546,326
3905117804,431
3905229156,319
3905232289,318
3905236495,322
3905909704,317
3905913909,316
3905917919,315
3906027224,308
3906037534,322
3906040211,321
3906042417,316
3906044134,324
3906056818,310
3907509538,5670
3907519527,325
3907717076,322
3907720466,323
3907724909,316
3907767693,322
3907772207,320
3907940927,322
3907943886,322
3907948172,318
3908564578,329
3908567459,319
3908571462,315
3908682727,316
3908689192,320
3908691034,319
3908692759,327
3908694587,326
3908716060,326
3908722000,314
3908883441,319
3908886286,319
3908887560,322
3908895232,326
3908933463,318
3908937827,322
3908948612,321
3908949877,316
3908954097,316
3908968984,313
3908973089,320
3908981973,317
3908984372,316
3909001858,322
3909002959,320
3909024837,312
3909027227,322
3909044443,321
3909050002,315
3909057342,317
3909061539,318
3909067790,316
3909071774,326
3909079331,329
3909081727,320
3909089423,329
3909090520,323
3909102734,319
3909105301,321
3909111028,319
3909113110,322
3909127235,309
3909128296,322
3909147704,321
3909149844,320
3909159939,321
3909192040,322
3909197961,320
3909201385,327
3909207652,316
3909211179,319
3909213546,320
3909217073,322
3909219207,322
3909220719,318
3909222714,319
3909265866,316
3909337894,311
3909345628,321
3909346626,322
3909368841,320
3909369836,328
3909380607,312
3909381693,307
3909382699,315
3909392444,318
3910780051,315
3910786404,322
3910793119,330
3911509546,8585
3911518131,745
3911519018,319
3911937369,314
3911941017,322
3911945512,331
3912077413,320
3912092025,318
3912660127,317
3912663404,320
3912667607,319
3912794753,318
3912797969,316
3915312334,319
3915315462,322
3915319637,318
3915509552,5215
3915516726,321
3915818856,316
3915821891,320
3915826046,317
3915974847,309
3915982403,332
3915985158,318
3915987166,319
3915990242,317
3915996129,314
3916482638,316
3916486203,319
3916490398,311
3916617815,317
3916622053,317
3916625807,319
3918315368,320
3918318451,321
3918322517,318
3918361637,320
3918366764,318
3918590756,324
3918594422,323
3918598801,315
3918917371,316
3919012705,321
3919035171,309
3919047034,316
3919289783,309
3919294833,308
3919300361,315
3919384429,316
3919388138,309
3919509558,6852
3919517732,317
3921136877,319
3921140377,314
3921144929,318
3921185317,330
3921190238,325
3921192099,342
3921193914,316
3921201318,318
3921503601,323
3921506624,322
3921510762,347
3921899970,319
3921903931,316
3921908021,313
3922001962,318
3922005375,321
3923509547,5553
3923520348,324
3927509559,19973
3931509541,4333
3931515603,354
3935509538,3915
3935515176,323
3939509559,4252
3939520774,319
3943509550,14683
3947509536,3207
3951509549,2884
3955509553,6297
3959509538,5352
3963509549,3222
3967509542,2892
3971509552,3213
3975509540,3501
3979509551,3079
3983509519,2965
3987509519,3164
3991509519,4082
3995509540,3023
3999509541,3089
4003509546,3500
4004381146,8390
4007509528,3232
4011509539,2992
4015509533,3089
4016569304,4621
4017206235,2467
4019509538,4247
4023181142,318
4023183411,317
4023189884,325
4023194318,371
4023200084,318
4023509541,6573
4023517358,321
4027509545,3942
4027515631,322
4031509541,3798
4031515218,319
4035509537,3946
4035518116,322
4039509557,3962
4039517352,321
4043509549,3699
4043521778,314
4047509550,3722
4047515192,319
4051509562,4784
4051515366,322
4055509547,12888
4059509567,4151
4059515119,322
4063509538,3587
4063514670,321
4067509564,4354
4067517377,319
4068812262,316
4068837203,318
4071509536,4807
4071515528,319
4075509537,4154
4075514821,319
4079509570,5652
4083509562,4205
4083521116,317
4087509535,3429
4091509535,2985
4095509532,3726
4099509546,3136
4103509525,3113
4107509527,9539
4111509524,3248
4115509528,3199
4119509540,2896
4123509531,2984
4127509551,2741
4131509525,2925
4135509545,2787
4139509559,3871
4143509527,2840
4147509550,2942
4151509542,2675
4155509528,2724
4155551498,3814
4155968070,12708
4159509525,3135
4163058804,316
4163089343,320
4163092103,319
4163105778,317
4163113611,319
4163509543,3660
4167509524,3153
4171509541,2869
4175509552,2801
4179509525,2939
4183509531,2777
4187509539,2913
4191509525,2885
4195509532,2735
4199509526,4737
4203509519,2924
4207509537,2685
4211509540,2886
4215509547,2977
4219509529,2865
4223509536,2677
4227509535,4173
4231509537,2893
4235509521,2939
4239509521,2774
4243509530,2866
4247509539,10358
4251509530,2981
4255509544,2686
4259509549,3456
4260948191,315
4260950973,327
4260956950,314
4263509529,2870
4267509543,2668
4271509532,2930
4275509520,2859
4279509522,2881
4283509525,2753
4287509538,2616
4291509546,2915
4295256877,334
4295292737,328
4295299112,316
4295509524,3641
4299509545,2885
4303509518,3429
4307509525,2893
4311509542,2729
4315509527,2596
4319509527,3429
4323509528,2672
4327509545,2733
4331509542,2920
4335509520,2840
4337680387,319
4337689188,323
4337690977,317
4337698490,321
4339509525,3371
4343509528,11434
4347509549,2994
4351509539,2780
4355509526,2825
4359509527,2772
4363509536,2807
4367509518,2876
4371509516,2841
4375509517,2795
4379509523,3687
4383509527,2863
4385575348,315
4385577226,322
4385582520,320
4385585289,317
4385590028,321
4387509532,4049
4387519903,309
4391509556,4108
4391515076,320
4395509570,3705
4395514689,319
4399509556,3691
4399514566,324
4403509546,3753
4407509533,15061
4407535744,316
4411509569,4262
4411515234,324
4415509555,3664
4419509534,3645
4419516827,318
4423509546,3984
4423514706,325
4427509556,3845
4427514633,319
4431509549,5209
4431519900,313
4435509552,2899
4439509540,3667
4443509515,2983
4447509548,11918
4451509548,2962
4455509536,2685
4459509520,2532
4463509542,2613
4467509536,2663
4471509551,2943
4475509528,2877
4479509527,2851
4483509529,2736
4487509524,2645
4491509520,2896
4495509538,2820
4499509535,3574
4503509542,2842
4507509526,2830
4511509530,3201
4515509534,2588
4519509526,2579
4523509541,2555
4527509523,2625
4531509523,2880
4535509557,2843
4539509545,2769
4543509548,2684
4547509520,2928
4551509556,2802
4555509531,2838
4559509545,3455
4563509547,2731
4567509546,2924
4571509526,2810
4575509528,2758
4579509534,3126
4583509549,3031
4587509552,3019
4591509543,3016
4595509535,3124
4599509547,2831
4603509537,2774
4607509548,2895
4611509529,2829
4615509534,3098
4619509550,6360
4623509518,2971
4627509525,2868
4631509540,2786
4635509531,3823
4639509540,2834
4643509547,2782
4647509532,2841
4651509525,2844
4655509544,2795
4659509543,2674
4663509530,11483
4663568390,317
4667509525,3168
4671509525,2967
4675509526,2826
4679509524,3656
4683509518,2768
4687509552,2669
4691509531,2956
4695509519,2867
4699509543,2786
4703509544,2845
4704710454,320
4704730336,322
4704736494,320
4707509527,9624
4711509545,2985
4715509532,2939
4719509544,3341
4723509552,2718
4727509528,2793
4731509525,3167
4735509518,3110
4739509550,4100
4743509534,2997
4747509541,3081
4748383617,3338
4751509542,3280
4755509539,2842
4759509522,12634
4763509550,3108
4767509544,2874
4771509538,2849
4775509535,2630
4779509546,2898
4783509532,2887
4787509540,3043
4791509530,18833
4791533140,324
4795509542,3689
4795621454,317
4795627894,315
4795648835,317
4795650550,316
4795659445,323
4795664579,315
4795670990,318
4795673209,321
4795678281,319
4799509529,4549
4803509536,2966
4807509537,3032
4811509541,3137
4815509539,3088
4819509549,2978
4823509562,10429
4827509542,3255
4831509544,2896
4835509528,2823
4839509525,4112
4843509529,2976
4847509542,2774
4851509518,2899
4855509540,2710
4855652626,2417
4855657172,322
4859509540,3572
4863509538,2707
4867509535,2681
4871509537,2938
4875509541,2826
4879509550,2813
4883509535,2653
4887509538,2688
4891509544,2882
4891585080,319
4891588511,322
4891605651,314
4895509547,3487
4899509551,2809
4903509534,2814
4907509531,2788
4911509526,2669
4915509546,2562
4919509536,3321
4922912639,315
4922921574,314
4923509537,3012
4923860664,318
4923868751,314
4923874683,313
4924238851,315
4924242372,319
4924246850,308
4924482284,318
4924492358,317
4924498233,320
4925486358,312
4925490729,315
4925495313,316
4925704591,316
4925717693,315
4926027804,319
4926032612,319
4926045089,316
4926088217,319
4926093100,319
4926104352,310
4926105540,322
4926122953,323
4926127056,312
4926136497,318
4926138862,330
4926156871,323
4926158015,319
4926180731,319
4926183167,320
4926202132,321
4926208054,319
4926216126,325
4926220444,322
4926227112,316
4926231081,326
4926238990,320
4926241338,321
4926249084,321
4926250150,316
4926262538,319
4926264955,322
4926270751,317
4926272767,326
4926286855,322
4926287938,316
4926307403,316
4926309558,326
4926320615,318
4926359805,321
4926365431,322
4926369527,329
4926375866,309
4926378765,322
4926381754,318
4926384610,324
4926387325,319
4926388924,320
4926390936,316
4926514886,316
4926544506,320
4926545626,323
4926563628,315
4926564562,310
4926570128,319
4927509518,9705
4927523203,325
4929004667,316
4929011391,314
4929018070,317
4929073901,316
4929082444,320
4929616130,324
4929619592,316
4929623875,318
4930759287,321
4930763042,320
4930767138,316
4930952394,319
4930961394,328
4930964537,317
4930966519,319
4930969777,320
4930982273,322
4930991342,307
4931509549,6452
4931516690,323
4933124386,316
4933127866,322
4933132501,316
4933179610,319
4933184453,316
4933543373,316
4933546174,319
4933550461,367
4933923690,320
4933927300,315
4933995018,319
4933997888,322
4934001816,317
4934454191,323
4934456860,319
4934460962,316
4934598672,320
4934610822,316
4935144446,311
4935147589,317
4935151705,316
4935364547,326
4935369035,321
4935379766,320
4935509564,5073
4935515238,320
4935643367,317
4935648347,306
4935657128,318
4935693040,307
4935697189,319
4935707442,316
4935708629,321
4935723403,322
4935727123,322
4935735167,329
4935737570,322
4935754525,323
4935755629,323
4935776957,316
4935779336,309
4935794754,325
4935800342,316
4935807410,319
4935811561,319
4935817809,322
4935821711,322
4935828875,319
4935831159,322
4935838636,318
4935839702,317
4935851740,307
4935854088,321
4935859695,322
4935861833,320
4935875851,323
4935876947,324
4935896254,318
4935898381,319
4935907988,316
4935935356,311
4935940981,322
4935944417,319
4935950040,322
4935952921,322
4935955823,320
4935958673,320
4935961336,316
4935962812,322
4935964763,322
4936073063,324
4936104804,322
4936105858,319
4936119580,319
4936989039,320
4936995044,316
4937001485,314
4937409060,317
4937412225,319
4937416437,333
4937533839,311
4937542209,322
4937554871,319
4937560253,314
4938103340,319
4938106468,317
4938110876,320
4938578105,319
4938581262,317
4938585231,317
4938676040,316
4938682121,310
4938731059,310
4938734117,317
4938738075,321
4939382238,316
4939397149,318
4939509559,7937
4939518832,315
4939546610,316
4939554954,316
4940606116,318
4940637205,330
4940656174,323
4940662733,316
4943509570,6972
4943518357,325
4947509562,4604
4947515622,325
4951509552,17431
4955509559,4535
4955515686,323
4959509540,4315
4959520390,323
4963509541,4109
4963515143,316
4967509561,3903
4967514874,318
4971509560,4072
4971516877,319
4975509560,4203
4975515211,330
4979509543,6831
4983509551,4043
4983515183,317
4987509559,4281
4987517231,326
4991509558,3292
4995509532,3036
4999509523,3046
5003509516,3236
5007509540,4209
5011509549,3134
5015509539,2979
5016342361,4515
5019509536,3172
5019575023,322
5019598640,318
5019607299,334
5019631020,322
5022830595,316
5022832792,309
5022864967,315
5023031848,318
5023035334,330
5023039840,329
5023509529,5899
5023521344,383
5027509547,4635
5027518556,323
5031509555,4136
5035509526,2859
5039509535,4014
5043509547,4428
5047509525,2872
5051509549,2939
5055509546,2758
5059509526,2706
5063509522,2736
5067509521,3849
5071509548,3205
5075509523,2848
5079509516,2723
5083509546,3009
5087509530,2759
5091509524,2939
5095509533,2817
5099509534,3601
5103509538,2828
5107509527,13396
5111509535,2838
5115509536,2917
5119509545,2726
5123509518,2733
5127509532,2901
5127514050,317
5131509567,3021
5135509535,3363
5139509531,2903
5143509522,2805
5147509530,2838
5151509517,2763
5155509528,2723
5159509541,3447
5163509528,2686
5164116444,319
5164145857,323
5164148347,320
5164160186,317
5164168381,306
5167509536,3909
5171509538,2861
5175509511,4119
5179509544,2673
5183509549,2907
5187509532,2796
5191509531,2817
5195509551,2982
5199509525,2795
5203509524,2604
5207509533,2878
5211509531,2900
5215509528,2814
5219509516,3792
5220100585,4042
5220119261,2407
5220152802,2043
5220166105,1951
5223509552,4135
5227509526,2765
5231509524,2871
5235509544,2778
5239509524,3298
5243509531,2765
5243968049,316
5243978197,316
5243979730,323
5243985757,316
5244010292,321
5244013296,321
5244017960,319
5244022867,321
5247509533,5002
5251509536,2869
5255509547,2848
5259509526,2703
5261010428,309
5261013239,317
5261034112,316
5263509531,3144
5267509535,2654
5271509540,2898
5275509533,2773
5279509543,3854
5283509537,2980
5287509521,2790
5291509516,2772
5295509546,2689
5299509523,2872
5303509536,2751
5307509521,2726
5311509536,2640
5315509550,2893
5319509532,2751
5323509541,2693
5326247970,318
5326250083,316
5326262140,316
5326265393,321
5326272095,319
5327509528,3195
5331509535,2979
5335509545,2843
5337695618,307
5339509516,4314
5343509536,3711
5347509563,3082
5351509534,3039
5355509545,3026
5359509552,2919
5363509527,3111
5367509525,3104
5371509554,2913
5375509529,2985
5379509551,3089
5383509527,2858
5385986025,311
5385987791,316
5385995131,320
5385998480,315
5386004582,314
5387509550,3319
5391509538,2803
5395509546,2736
5399509549,3486
5403509530,2894
5407509544,2748
5411509540,2678
5415509531,2879
5419509532,3042
5423509526,2808
5427509537,10341
5431509544,2929
5435509548,2724
5439509542,2865
5443509526,2934
5447509519,3348
5451509525,3916
5455509545,2745
5459509527,3358
5463509543,2716
5467509517,2703
5471509541,2902
5475509532,2799
5479509538,2802
5483509545,2742
5487509545,2611
5491509530,2879
5495509530,2798
5499509537,2679
5503509534,2703
5507509536,2856
5511509543,2773
5514518834,316
5514558239,318
5514564730,316
5515509534,4554
5515521848,320
5515615038,315
5515634745,324
5515641003,320
5519509550,4604
5523509548,2949
5527509525,2833
5531509533,2858
5535509535,2808
5539509526,2856
5543509534,2860
5547509519,2846
5551509517,3524
5555509530,2733
5559509530,2920
5563509541,2742
5567509546,2882
5571509530,2805
5575509528,3316
5579509541,3656
5583509555,2929
5587509548,2822
5591509553,2748
5595509534,2753
5599509547,2902
5603509537,2809
5607509522,2902
5611509540,2858
5615509539,2721
5617622635,320
5617625095,321
5617633035,316
5617637270,316
5617643725,316
5619509516,9728
5623509546,2992
5627509532,2792
5631509532,2885
5635509536,2706
5639509535,3544
5643509543,2956
5647509525,2828
5651509529,2719
5655509537,15364
5659509529,3231
5661443895,314
5661453679,317
5661457054,322
5661463323,324
5661473317,315
5661475281,317
5661477137,322
5661479002,325
5661481002,320
5661486316,319
5661508117,320
5661510737,319
5661515321,325
5661516694,315
5661519311,321
5661524303,356
5661531803,319
5661533451,319
5661537009,319
5661541769,314
5663509553,3611
5667509532,2910
5671509538,2900
5675509530,2848
5679509532,2910
5683509540,2733
5687509520,2637
5691509532,2922
5695509536,2806
5699509519,3830
5703509520,2749
5704594093,318
5704611095,317
5704616792,317
5707509523,3392
5711509522,2788
5715509525,2820
5719509533,2914
5723509543,2818
5727509534,2843
5731509531,2835
5735509543,2768
5739509551,2777
5743509529,2802
5747509539,2803
5751509532,10853
5755509532,3015
5759509521,4074
5763509532,2726
5767509553,2873
5771509524,2865
5775509541,2889
5779509539,2701
5783509531,10696
5787509536,3013
5791509528,2847
5795509518,2866
5799509531,2818
5803509525,2734
5807509527,2639
5811509538,2887
5815509545,2753
5819509547,3590
5823509535,2843
5827509530,2861
5831509543,2714
5835509514,2707
5839509533,2696
5843509539,2715
5847509540,2971
5851509544,2799
5855509537,2779
5859509521,3695
5859763504,320
5859786289,319
5859788796,320
5859796526,321
5859803663,315
5863509538,4063
5867509543,2908
5871509539,2823
5875509544,2882
5879509537,3553
5883509555,2735
5887509525,2630
5891509536,2888
5891648599,332
5891651429,327
5891657428,317
5895509528,3120
5899509526,2967
5903509527,2742
5907509536,2915
5911509537,2884
5915509543,2783
5919509529,2714
5923509534,2806
5927509515,2773
5931509518,2847
5935509547,2786
5939509536,3402
5939742762,317
5939751000,314
5943509550,10513
5947509537,3007
5951509549,2989
5955509534,2699
5959509553,2603
5963509531,2698
5967509538,3404
5971509538,2856
5975509545,7953
5979509545,2874
5983509537,2912
5987509537,2839
5991509518,2794
5995509546,3142
5999509543,3516
6003509543,2664
6007509520,2940
6011509548,2657
6015509528,2932
6019509541,2846
6022491141,315
6022493006,316
6022499710,319
6022503411,318
6022509392,428
6023509540,3125
6027509520,2680
6031509549,2878
6035509531,2844
6039509523,8711
6043509532,3059
6047509541,3187
6051509531,2785
6055509551,2866
6059509535,3601
6063509538,10763
6067509550,2989
6071509535,3629
6075138457,319
6075145942,323
6075147984,318
6075155869,307
6075509536,3271
6079509527,2849
6083509536,3707
6087509537,2755
6091509550,2697
6095509541,2804
6099509537,2796
6103509541,2913
6107509546,7215
6111509537,2872
6115509557,2763
6119509531,3777
6123509532,2991
6127509529,2815
6131509520,2919
6135509528,2936
6139509530,2909
6143509536,2827
6147509545,2771
6151509550,2963
6155509528,2725
6159509544,3257
6163509537,2711
6164291426,319
6164307916,324
6164309867,320
6164317643,316
6164324531,315
6167509530,3716
6171509539,2843
6175509531,3534
6179509528,3588
6183509517,2964
6187509546,2852
6191509529,2869
6195509540,2797
6199509538,2825
6203509541,2908
6207509535,2659
6211509537,2724
6215509528,2902
6219509521,3096
6223509530,2830
6227509534,2620
6231509527,3279
6235509549,2850
6239509548,3499
6243509531,2832
6247509538,2742
6251509538,2564
6255509542,2867
6259509521,2859
6261072977,307
6261075701,324
6261081650,323
6263509527,10132
6267509524,3981
6271509543,3040
6275509530,2772
6279509538,3507
6283509530,2859
6287509535,2872
6291509528,2716
6295509535,2957
6299509520,3525
6303509536,2884
6307509538,2805
6311509528,3165
6315509537,2708
6319509544,2766
6323509537,2702
6325151929,315
6327509531,2811
6331509526,2655
6335509520,2862
6339509524,2805
6343509533,2866
6347509541,2761
6351509548,2682
6355509525,2677
6359509544,11262
6363509533,3065
6367509541,2801
6371509514,2869
6375509525,2915
6379509530,2679
6383509529,3282
6387082652,318
6387084752,309
6387129260,315
6387345996,317
6387349879,322
6387355188,319
6387509531,5202
6387526747,315
6387862458,316
6387863951,321
6387892347,316
6391509540,14584
6395509546,4245
6395515269,317
6399509559,3880
6399514937,318
6403213472,318
6403216700,321
6403221075,326
6403509569,4524
6403515460,322
6407509562,4266
6407514982,320
6411509554,3953
6411514802,321
6415509554,3894
6415514753,316
6419509560,7287
6419517296,321
6423509543,4178
6423516097,317
6427509547,4185
6431509544,3983
6431514550,320
6435509542,4028
6435515445,322
6439509535,3904
6439514862,304
6443509541,4665
6443514659,355
6447509550,4188
6447514959,316
6451509557,4286
6451517312,317
6455509554,3953
6459509552,3943
6463509561,4133
6463514861,318
6467509542,4116
6467515506,316
6471509554,4084
6475509528,3167
6479509535,3963
6483509537,3057
6487509532,3601
6491509540,3134
6495509528,3042
6499509552,3007
6503509531,3254
6507509542,2920
6511509549,2741
6515509526,2721
6519509538,2921
6523509527,2697
6527509543,2638
6531509522,2716
6535509556,3040
6539509527,3488
6543509564,2909
6547509519,2818
6551509556,2799
6555509527,2915
6559509532,2841
6563509548,2907
6567509542,2678
6571509545,2894
6575509550,2846
6579509523,2771
6583509533,2687
6587509547,2926
6591509533,3780
6595509539,2787
6599509533,3318
6603509537,2918
6607509545,2818
6611509545,2770
6615509545,2721
6619509531,9566
6623509537,2966
6627509538,2735
6631509531,2681
6635509535,2886
6639509539,2681
6643509541,2660
6647509523,2953
6651509535,2816
6655509526,2895
6659509541,3390
6663509533,2648
6667509556,2678
6671509552,2909
6675509549,3533
6679509536,10245
6683509544,2893
6687509527,2905
6691509552,2659
6695509531,3411
6699509545,2930
6703509544,2742
6705620216,318
6705643719,316
6705650843,307
6707509553,3475
6711509525,2852
6715509526,2776
6719509546,3760
6723509529,2843
6727509524,2854
6731509558,2658
6735509535,2849
6739509536,2730
6743509529,8725
6747509539,2996
6751509541,2858
6755509544,2796
6759509542,2856
6763509520,2709
6767509549,2732
6771509540,2922
6775509530,8914
6779509548,3531
6783509533,2991
6787509560,2814
6791509521,2941
6795509551,2833
6799509536,3403
6803509535,2671
6807509525,14323
6811509534,2919
6815509541,2916
6819509545,2768
6823509546,2849
6827509536,2781
6831509546,2742
6835509544,2657
6839509551,3162
6843509538,2634
6847509546,2878
6851509540,2826
6855509538,2844
6859509525,2739
6863509523,2668
6867509536,2676
6871509555,2793
6871648297,3962
6871654506,319
6875509514,5033
6875517924,313
6879509555,4099
6883509538,2777
6887509544,2880
6891509515,2882
6891710928,316
6891714072,317
6891719740,322
6895509542,3123
6899509523,3552
6903509532,3573
6907509539,2845
6911509536,2812
6915509522,2713
6919509523,2563
6923509552,2585
6927509542,2648
6931509539,2577
6935509550,2871
6939509531,2749
6940753037,314
6940760555,316
6943509535,3144
6947509541,2776
6951509522,2832
6955509526,2702
6956764891,320
6956781506,322
6956844461,316
6956852430,318
6959509521,5681
6963509557,2649
6967509550,2628
6971509535,3182
6975509549,2862
6979509530,2869
6983509540,2997
6987509543,2767
6991509514,2966
6995509529,2799
6999509532,10058
7003509543,2926
7007509533,3414
7011509517,2846
7015509535,2906
7016536487,3429
7017269693,2405
7019509553,3581
7021757690,318
7021759853,316
7021800098,324
7021932545,320
7021936456,321
7021941336,315
7022414388,321
7022415731,318
7022441431,317
7022849243,321
7022852111,318
7022856289,327
7023509544,5864
7023521069,325
7027509553,3866
7027515461,318
7031509545,3685
7031515592,355
7035509548,3984
7035515253,319
7039509543,3925
7039514968,322
7043509546,3721
7043514674,317
7047509572,4443
7047517072,317
7051509548,3261
7055509521,2999
7059509526,3258
7063509536,3687
7067509547,3123
7071509557,3217
7075509519,2918
7079509548,4245
7083509536,4568
7087509540,2823
7091509544,2882
7095509541,2918
7099509525,3495
7103509537,2755
7107509550,10448
7111509529,3519
7115509535,2939
7119509536,2675
7123509515,2635
7127509524,2752
7131509534,2683
7135509537,2877
7139509536,3539
7143509539,2772
7147509549,2809
7151509530,2929
7155509527,2900
7159509527,2789
7163509530,2912
7165327013,317
7165345819,319
7165347913,317
7165356957,316
7165364806,317
7167509530,3574
7171509537,2951
7175509521,2846
7179509544,2813
7183509541,3853
7187509527,2829
7191509530,2867
7195509540,2868
7199509525,3739
7203509535,2767
7207509532,2577
7211509536,2682
7215509526,3517
7219509530,2807
7223509545,2855
7227509522,2807
7231509538,2863
7235509537,2688
7239509515,2874
7243509539,2788
7247509530,2802
7251509542,2663
7255509546,2912
7259509546,3412
7261134618,319
7261136979,320
7261141978,320
7263509538,3819
7263518912,309
7267509556,2898
7271509544,2678
7275509542,2929
7279509536,2963
7283509530,2794
7287509532,3530
7291509541,2902
7295509532,2928
7298312378,316
7298316929,320
7298321511,315
7298328986,314
7299509540,3218
7303509521,2806
7307509529,2772
7309204854,330
7309213381,314
7309214838,316
7309220121,319
7309241525,324
7309244281,323
7309248657,318
7309253287,319
7311509543,3490
7315509538,2916
7319509543,4381
7323509551,2772
7327509529,2719
7331509543,2705
7335509538,2893
7339509552,3228
7343509533,2880
7347509534,2790
7351509562,2829
7355509531,2731
7359509519,2559
7363509546,2548
7367509528,2645
7371509546,2915
7375509547,2774
7379509526,3340
7383509520,2726
7387509538,2866
7389046088,318
7389047815,320
7389053217,317
7389055617,307
7389060289,318
7391509548,4040
7391519365,317
7395509524,3681
7395515459,322
7399509552,3694
7399515078,316
7403509563,3873
7403514944,321
7407509561,4011
7407514953,322
7411509568,3777
7411521189,314
7415509551,3770
7415515169,320
7419509553,4120
7419516602,319
7423509566,4687
7423516932,317
7427509558,4009
7427514657,333
7431509541,4196
7431514524,317
7435509558,3624
7439509556,4676
7439514313,308
7443509539,3819
7443519146,317
7447509540,3724
7447515108,319
7451509542,3616
7451514791,304
7455509558,3524
7455516795,313
7459509536,3955
7459514734,317
7463509536,3702
7463514816,317
7467509562,3820
7467515058,322
7471509570,4472
7471514876,320
7475509560,3873
7475515449,328
7479509557,3040
7483509526,2772
7487509532,2655
7491509537,3787
7495509530,2896
7499509540,3539
7503509532,2899
7507509550,2806
7511509536,11238
7515509550,3134
7519250427,320
7519268179,314
7519282319,329
7519303954,308
7519509538,3383
7523509521,2656
7526340770,317
7526343151,325
7526355638,322
7526360549,319
7526366270,315
7526590017,319
7526591380,316
7526595476,320
7526598127,315
7526601970,317
7527509537,4825
7527520075,325
7531509547,3939
7531515154,319
7535509560,3818
7535515030,322
7539509551,3740
7539517220,319
7543509551,3026
7547509519,2802
7551509526,2616
7555509515,2857
7559509526,3791
7563509542,2876
7567509536,2652
7571509540,2883
7575509533,2817
7579509530,2764
7583509531,2849
7587509556,2805
7591509542,2867
7595509528,2841
7599509546,2751
7603509530,2613
7607509548,3395
7611509546,2829
7615509524,2759
7619509540,11157
7623509543,2946
7627509544,2819
7631509542,3285
7635509539,2694
7639509522,2723
7643509537,2614
7647509525,2876
7651509522,2772
7655509530,2853
7659509537,2751
7663509546,2608
7667509540,2601
7671509528,2641
7675509545,2921
7679509562,3464
7683509540,2892
7687509524,2702
7691509548,2633
7695509532,4034
7699509548,2839
7703509536,2844
7706653804,316
7706673283,322
7706679772,315
7707509528,3563
7711509529,2884
7715509536,2669
7719509549,2848
7723509544,3051
7727509544,2773
7731509551,2576
7735509532,3391
7739509526,3596
7743509525,2788
7747509551,2739
7751509525,2803
7755509535,2837
7759509547,2735
7763509546,2569
7767509529,2783
7771509541,2819
7775509536,2805
7779509516,2819
7783509542,2734
7787509534,2673
7791509530,2849
7795509532,2775
7799509542,14589
7803509526,3310
7807509527,3676
7811509538,2844
7812467503,316
7812472834,319
7812478356,316
7812479740,316
